user_loc,fr_loc,distance
ES21,PL92,2029.3351913029055
ES21,PT11,511.1605363439686
ES21,PT15,806.7064233283576
ES21,PT16,587.7824020091604
ES21,PT17,730.9953997992709
ES21,PT18,686.666697522465
ES21,PT20,2243.156711846006
ES21,PT30,1883.0211800943273
ES21,RO11,2077.126228214002
ES21,RO12,2191.605006617022
ES21,RO21,2337.9218829501524
ES21,RO22,2422.2758114696526
ES21,RO31,2275.956245323865
ES21,RO32,2303.9689759870566
ES21,RO41,2115.0771505391526
ES21,RO42,1964.5358640558431
ES21,RS11,1852.0887312219209
ES21,RS12,1814.687856485401
ES21,RS21,1857.5043125664492
ES21,RS22,1975.6005933595045
ES21,SE11,2300.902733993518
ES21,SE12,2204.237149320625
ES21,SE21,2006.9092484594441
ES21,SE22,1847.0819406300802
ES21,SE23,1977.7091547799594
ES21,SE31,2270.9841991673093
ES21,SE32,2535.8488084434566
ES21,SE33,2850.9755228980976
ES21,SI03,1465.8474499127144
ES21,SI04,1377.4773158739497
ES21,SK01,1636.1746454068316
ES21,SK02,1704.9245706193517
ES21,SK03,1806.7936979137928
ES21,SK04,1944.3099875404741
ES21,TR10,2558.9164598980888
ES21,TR21,2460.449869909448
ES21,TR22,2531.6751750535936
ES21,TR31,2560.437181376206
ES21,TR32,2707.0676681514406
ES21,TR33,2699.0426262482097
ES21,TR41,2686.7283561603317
ES21,TR42,2721.7053289302908
ES21,TR51,2941.549590580957
ES21,TR52,3021.739931386801
ES21,TR61,2911.5305159391924
ES21,TR62,3233.560770398079
ES21,TR63,3371.5462222636584
ES21,TR71,3112.2290857741423
ES21,TR72,3254.4029361861135
ES21,TR81,2859.205482035214
ES21,TR82,2998.3321579932626
ES21,TR83,3167.1266560741956
ES21,TR90,3439.2796892480233
ES21,TRA1,3609.774643175526
ES21,TRA2,3796.6009535109115
ES21,TRB1,3507.15401696161
ES21,TRB2,3847.762628628951
ES21,TRC1,3450.5481909106084
ES21,TRC2,3601.655311176399
ES21,TRC3,3756.1354428422496
ES21,UKC1,1276.5151026611895
ES21,UKC2,1319.6765020683274
ES21,UKD1,1270.2926944832707
ES21,UKD3,1148.61328281786
ES21,UKD4,1185.2310907211618
ES21,UKD6,1120.3828146962055
ES21,UKD7,1140.725626919079
ES21,UKE1,1185.5845130367595
ES21,UKE2,1221.494609652064
ES21,UKE3,1148.0932118706494
ES21,UKE4,1179.3826519116567
ES21,UKF1,1106.9746371919755
ES21,UKF2,1047.3905217676563
ES21,UKF3,1117.1558327829077
ES21,UKG1,1012.6105849264892
ES21,UKG2,1073.2120533044092
ES21,UKG3,1038.795164861243
ES21,UKH1,1062.004438466001
ES21,UKH2,986.4352557557291
ES21,UKH3,980.0834085744349
ES21,UKI3,944.3409287075007
ES21,UKI4,947.6244275145813
ES21,UKI5,954.4523105730748
ES21,UKI6,931.598764335908
ES21,UKI7,946.906630307997
ES21,UKJ1,955.1776023829824
ES21,UKJ2,896.9733496697476
ES21,UKJ3,874.6864248182956
ES21,UKJ4,932.973108082185
ES21,UKK1,932.5191904935302
ES21,UKK2,863.982579582262
ES21,UKK3,825.9602115237582
ES21,UKK4,836.2646361811675
ES21,UKL1,988.8735606303217
ES21,UKL2,986.6434239749304
ES21,UKM5,1561.1733809029226
ES21,UKM6,1602.8110162475598
ES21,UKM7,1444.8853923294812
ES21,UKM8,1420.4870293533743
ES21,UKM9,1372.220986390452
ES21,UKN0,1281.1655650204661
ES21,UKN1,1318.7632916283796
ES22,AL01,1771.8090208650299
ES22,AL02,1786.929552435145
ES22,AL03,1823.4615640764328
ES22,AT11,1524.4736824745346
ES22,AT12,1496.823545930934
ES22,AT13,1530.10912975313
ES22,AT21,1312.9893208615536
ES22,AT22,1418.7303309616523
ES22,AT31,1358.712585796618
ES22,AT32,1278.6268439643677
ES22,AT33,1150.4251680903162
ES22,AT34,1033.949856066638
ES22,BE10,1011.530354677024
ES22,BE21,1058.8419587834946
ES22,BE22,1063.1308166829012
ES22,BE23,1013.5258631655457
ES22,BE24,1021.0637482167538
ES22,BE25,990.8915136479677
ES22,BE31,1003.2142991853239
ES22,BE32,967.5027338792082
ES22,BE33,1035.2576111031624
ES22,BE34,971.4356694766404
ES22,BE35,983.5906167602802
ES22,BG31,2077.394772668764
ES22,BG32,2241.5995675528497
ES22,BG33,2355.4679353103065
ES22,BG34,2298.7241809987154
ES22,BG41,2039.6597090321704
ES22,BG42,2178.9934350705844
ES22,CH01,777.2176212026621
ES22,CH02,854.9914313015894
ES22,CH03,918.2826190557402
ES22,CH04,961.4986922960422
ES22,CH05,992.5043059009924
ES22,CH06,924.7531022560024
ES22,CH07,919.2548552306857
ES22,CY00,3113.902271895103
ES22,CZ01,1477.7986987662982
ES22,CZ02,1480.0288954619891
ES22,CZ03,1403.5932893484944
ES22,CZ04,1440.0966316686045
ES22,CZ05,1573.3771525403067
ES22,CZ06,1563.278478235853
ES22,CZ07,1652.6160617898072
ES22,CZ08,1701.3411773488144
ES22,DE11,1096.5464172520572
ES22,DE12,1064.5507256772007
ES22,DE13,968.261182599107
ES22,DE14,1057.7334722240355
ES22,DE21,1200.2839594263173
ES22,DE22,1299.164486624137
ES22,DE23,1288.7477508281715
ES22,DE24,1284.8967821946621
ES22,DE25,1222.8911743986798
ES22,DE26,1193.2214569957418
ES22,DE27,1128.3801707728267
ES22,DE30,1562.832314829467
ES22,DE40,1559.6589781178975
ES22,DE50,1395.5522826550061
ES22,DE60,1479.5371557078993
ES22,DE71,1137.0579796900859
ES22,DE72,1177.4158568244866
ES22,DE73,1255.8579868468391
ES22,DE80,1613.2822740321458
ES22,DE91,1377.174789917095
ES22,DE92,1362.0079360236878
ES22,DE93,1439.5146636577283
ES22,DE94,1336.587444650106
ES22,DEA1,1151.7577452940134
ES22,DEA2,1113.5577309019054
ES22,DEA3,1219.9790461444547
ES22,DEA4,1290.208023973194
ES22,DEA5,1195.8819946010885
ES22,DEB1,1098.95899002016
ES22,DEB2,1023.9624774734053
ES22,DEB3,1065.0846657788545
ES22,DEC0,992.3857188364009
ES22,DED2,1508.524240333159
ES22,DED4,1412.23497462331
ES22,DED5,1434.4745970563288
ES22,DEE0,1429.0262764474674
ES22,DEF0,1524.9573739865532
ES22,DEG0,1329.5527307142981
ES22,DK01,1768.9537154726527
ES22,DK02,1711.4682098439096
ES22,DK03,1621.5857494799448
ES22,DK04,1707.2438463867636
ES22,DK05,1782.34006874195
ES22,EE00,2596.0139395087904
ES22,EL30,2210.522272225923
ES22,EL41,2389.8528303083012
ES22,EL42,2535.549444746309
ES22,EL43,2427.695339153147
ES22,EL51,2213.575338232781
ES22,EL52,2051.424566402935
ES22,EL53,1942.0019023387397
ES22,EL54,1910.5458256110471
ES22,EL61,2033.458454140429
ES22,EL62,1884.6655335311902
ES22,EL63,2033.9095167673006
ES22,EL64,2127.9274876644117
ES22,EL65,2131.662385301179
ES22,ES11,543.672180322589
ES22,ES12,362.19188860473827
ES22,ES13,205.5679453606339
ES22,ES21,97.86286228526272
ES22,ES22,0
ES22,ES23,87.17377419250153
ES22,ES24,141.09852452496528
ES22,ES30,301.91752764005133
ES22,ES41,301.81699650833644
ES22,ES42,386.96970531947886
ES22,ES43,556.0830318964731
ES22,ES51,310.65824656292455
ES22,ES52,404.62384714808064
ES22,ES53,517.0143631143819
ES22,ES61,669.9148968233086
ES22,ES62,522.4113992633103
ES22,ES63,821.1383226192452
ES22,ES64,830.551755667737
ES22,ES70,2059.199020824924
ES22,FI19,2722.135765248181
ES22,FI1B,2647.3277860100898
ES22,FI1C,2676.710011545822
ES22,FI1D,3024.8561171851047
ES22,FI20,2438.4742686292598
ES22,FR10,745.1598755111162
ES22,FRB0,603.5255687014181
ES22,FRC1,686.3012607873488
ES22,FRC2,796.0914905540635
ES22,FRD1,703.809309147402
ES22,FRD2,780.3507394511564
ES22,FRE1,928.8024170597007
ES22,FRE2,837.4484622298829
ES22,FRF1,944.6909300169062
ES22,FRF2,828.337612102901
ES22,FRF3,920.4426958676006
ES22,FRG0,528.2753801614589
ES22,FRH0,616.6794199925581
ES22,FRI1,215.51295197088686
ES22,FRI2,425.9041899804395
ES22,FRI3,398.4269948504544
ES22,FRJ1,413.7467962074991
ES22,FRJ2,267.7455496927829
ES22,FRK1,511.7964172478552
ES22,FRK2,636.4036212147909
ES22,FRL0,617.634750087911
ES22,FRM0,884.4244336738961
ES22,FRY1,6355.289774500458
ES22,FRY2,6423.347415473076
ES22,FRY3,6655.526300623474
ES22,FRY4,9176.189636714744
ES22,FRY5,7783.6670702441925
ES22,HR03,1416.5997412377328
ES22,HR04,1501.800028420521
ES22,HU11,1707.696088570003
ES22,HU12,1722.3018169248069
ES22,HU21,1634.7817629125054
ES22,HU22,1550.2802082092112
ES22,HU23,1613.02838571348
ES22,HU31,1826.6471558929275
ES22,HU32,1882.1113345367144
ES22,HU33,1769.6826672277593
ES22,IE04,1357.1866380870852
ES22,IE05,1186.6975706665944
ES22,IE06,1242.856208557683
ES22,IS00,2704.974869720977
ES22,ITC1,803.3522462265086
ES22,ITC2,793.9605482734664
ES22,ITC3,866.7626398282579
ES22,ITC4,942.9298628725815
ES22,ITF1,1282.4152359136885
ES22,ITF2,1343.8066531213553
ES22,ITF3,1358.6937330326589
ES22,ITF4,1556.0834644285196
ES22,ITF5,1493.0898113891865
ES22,ITF6,1566.1682093442382
ES22,ITG1,1458.590364893686
ES22,ITG2,941.6079850952432
ES22,ITH1,1124.533283853717
ES22,ITH2,1084.3820045952555
ES22,ITH3,1120.317069752856
ES22,ITH4,1235.5923445325554
ES22,ITH5,1049.806633796113
ES22,ITI1,1031.2056713069007
ES22,ITI2,1152.7005068887413
ES22,ITI3,1206.9332945395865
ES22,ITI4,1185.2575873592095
ES22,LI00,1008.7833234439997
ES22,LT01,2367.599583396527
ES22,LT02,2291.9979435066925
ES22,LU00,985.1018655565217
ES22,LV00,2431.910592768906
ES22,ME00,1707.4771046231695
ES22,MK00,1911.1711267899325
ES22,MT00,1572.5248957599485
ES22,NL11,1322.6261542723837
ES22,NL12,1282.1649176374651
ES22,NL13,1284.6130377513184
ES22,NL21,1237.9169050799119
ES22,NL22,1180.7433772458746
ES22,NL23,1215.2675389349124
ES22,NL31,1161.511848518095
ES22,NL32,1189.7418065549673
ES22,NL33,1125.0672854539457
ES22,NL34,1063.1704345055086
ES22,NL41,1109.6799891232645
ES22,NL42,1093.2739844921778
ES22,NO01,2102.9986296225557
ES22,NO02,2232.2794047191846
ES22,NO03,2044.5736735521741
ES22,NO04,1896.0025346337889
ES22,NO05,2121.3102925025173
ES22,NO06,2486.2151228015896
ES22,NO07,3067.1883562704443
ES22,PL21,1851.3026427684888
ES22,PL22,1781.9985434947378
ES22,PL41,1766.9003634774301
ES22,PL42,1737.8526570875408
ES22,PL43,1647.6599379829845
ES22,PL51,1660.0492373124923
ES22,PL52,1726.510598903279
ES22,PL61,1882.4774165926133
ES22,PL62,2054.272962507701
ES22,PL63,1942.0582820502502
ES22,PL71,1872.37784037196
ES22,PL72,1924.5400746504192
ES22,PL81,2071.5652896611764
ES22,PL82,1987.8331161366984
ES22,PL84,2164.2921972659274
ES22,PL91,1998.3559813950299
ES22,PL92,1998.5778751063995
ES22,PT11,572.5539711517711
ES22,PT15,820.9875585534166
ES22,PT16,633.3834273980823
ES22,PT17,765.8365894163617
ES22,PT18,713.8799287398152
ES22,PT20,2321.23221359875
ES22,PT30,1904.6256416302074
ES22,RO11,2021.2197637872573
ES22,RO12,2131.2357207528294
ES22,RO21,2281.1990577508745
ES22,RO22,2358.61358426794
ES22,RO31,2210.3742991912613
ES22,RO32,2237.4926467034143
ES22,RO41,2048.4254508410127
ES22,RO42,1902.6981789452066
ES22,RS11,1785.4008816814123
ES22,RS12,1751.2926333734824
ES22,RS21,1787.6514565003836
ES22,RS22,1904.8064429583137
ES22,SE11,2304.540731381573
ES22,SE12,2210.7135576637625
ES22,SE21,2008.2826747855001
ES22,SE22,1846.5397481131695
ES22,SE23,1987.1808966011417
ES22,SE31,2285.1781445976967
ES22,SE32,2553.760087669698
ES22,SE33,2871.7289431508266
ES22,SI03,1408.2945317518045
ES22,SI04,1319.363769637233
ES22,SK01,1588.985005289716
ES22,SK02,1657.6728010079303
ES22,SK03,1760.6029819515143
ES22,SK04,1897.2152274847667
ES22,TR10,2483.599066384437
ES22,TR21,2384.618085097442
ES22,TR22,2452.2192318557973
ES22,TR31,2477.970826176749
ES22,TR32,2623.566018396702
ES22,TR33,2618.419490946208
ES22,TR41,2609.024754125198
ES22,TR42,2646.2982414342646
ES22,TR51,2865.075119764476
ES22,TR52,2941.5196988062867
ES22,TR61,2828.5071149849623
ES22,TR62,3153.1000175951294
ES22,TR63,3292.139541414501
ES22,TR71,3034.6044470975285
ES22,TR72,3178.370769509727
ES22,TR81,2785.9933690694047
ES22,TR82,2926.122639417465
ES22,TR83,3094.7912482990077
ES22,TR90,3368.532322396226
ES22,TRA1,3538.3083693909844
ES22,TRA2,3726.417993441254
ES22,TRB1,3432.141828908569
ES22,TRB2,3774.640234327215
ES22,TRC1,3372.0312763421916
ES22,TRC2,3525.0900894542347
ES22,TRC3,3680.6215536037394
ES22,UKC1,1325.0889906542413
ES22,UKC2,1369.0374007759897
ES22,UKD1,1324.9633453105437
ES22,UKD3,1200.500634501497
ES22,UKD4,1238.388570657107
ES22,UKD6,1173.556589313114
ES22,UKD7,1195.446698551828
ES22,UKE1,1229.2603254508615
ES22,UKE2,1269.1773920070889
ES22,UKE3,1195.8828529593045
ES22,UKE4,1228.5502007288258
ES22,UKF1,1154.0745377580547
ES22,UKF2,1092.4315459293261
ES22,UKF3,1159.121898441661
ES22,UKG1,1063.0476310876002
ES22,UKG2,1124.9417735604482
ES22,UKG3,1088.7125969256304
ES22,UKH1,1097.776069942958
ES22,UKH2,1026.9967012563727
ES22,UKH3,1015.2828857369655
ES22,UKI3,983.5060187327551
ES22,UKI4,986.031233563351
ES22,UKI5,992.1668881298265
ES22,UKI6,970.161851014937
ES22,UKI7,986.9977935290651
ES22,UKJ1,999.8961336923148
ES22,UKJ2,935.9102581261031
ES22,UKJ3,920.1749491067031
ES22,UKJ4,966.4995435437185
ES22,UKK1,984.4420777687894
ES22,UKK2,917.0826786653481
ES22,UKK3,893.705709062386
ES22,UKK4,898.2333299248122
ES22,UKL1,1048.6061710091333
ES22,UKL2,1043.6204789629685
ES22,UKM5,1614.2348975547757
ES22,UKM6,1660.8803325221477
ES22,UKM7,1500.3314937556147
ES22,UKM8,1479.2406629602988
ES22,UKM9,1430.177912332065
ES22,UKN0,1347.1462780543905
ES22,UKN1,1386.28092539607
ES23,AL01,1846.2488666752245
ES23,AL02,1859.538035414511
ES23,AL03,1893.856505080877
ES23,AT11,1610.5384044556192
ES23,AT12,1583.4875838428782
ES23,AT13,1616.7205314763705
ES23,AT21,1398.592406093068
ES23,AT22,1504.6287775170279
ES23,AT31,1445.6246996747354
ES23,AT32,1365.3202059881319
ES23,AT33,1237.160945644503
ES23,AT34,1121.0356106264144
ES23,BE10,1088.5606686789479
ES23,BE21,1135.6048651350293
ES23,BE22,1142.1591406367793
ES23,BE23,1088.8398710797865
ES23,BE24,1098.4488787442817
ES23,BE25,1064.3160838950716
ES23,BE31,1081.1775123940533
ES23,BE32,1044.4153280216783
ES23,BE33,1115.5759758913448
ES23,BE34,1053.000037227443
ES23,BE35,1062.8542420524418
ES23,BG31,2156.4745827916336
ES23,BG32,2321.01597401445
ES23,BG33,2434.8657065916295
ES23,BG34,2376.4921973818837
ES23,BG41,2116.7122406508242
ES23,BG42,2255.472329454423
ES23,CH01,864.3158290199157
ES23,CH02,942.1400925863871
ES23,CH03,1005.3983654707639
ES23,CH04,1048.67237021743
ES23,CH05,1079.5667974139471
ES23,CH06,1011.8955674886423
ES23,CH07,1005.8043614076644
ES23,CY00,3180.697912670082
ES23,CZ01,1564.8766276267238
ES23,CZ02,1567.1293102848645
ES23,CZ03,1490.7183951784011
ES23,CZ04,1526.8879646467462
ES23,CZ05,1660.4539096255999
ES23,CZ06,1650.338461303602
ES23,CZ07,1739.692177941618
ES23,CZ08,1788.4681118140575
ES23,DE11,1183.2276054358567
ES23,DE12,1150.6835269636742
ES23,DE13,1055.1470601852893
ES23,DE14,1144.7887585591707
ES23,DE21,1287.398415829986
ES23,DE22,1386.3199255913962
ES23,DE23,1375.7824401311723
ES23,DE24,1371.36188745736
ES23,DE25,1309.6768288568119
ES23,DE26,1279.1159068299903
ES23,DE27,1215.5215309347313
ES23,DE30,1647.898950838167
ES23,DE40,1644.798609885046
ES23,DE50,1475.7158725705274
ES23,DE60,1560.611410307665
ES23,DE71,1222.0869953278939
ES23,DE72,1261.5868448490332
ES23,DE73,1340.1128914682886
ES23,DE80,1696.0803008031264
ES23,DE91,1460.8051201101025
ES23,DE92,1444.4138829399878
ES23,DE93,1520.6948364242576
ES23,DE94,1416.0081090287
ES23,DEA1,1232.4066143957814
ES23,DEA2,1195.2261363687267
ES23,DEA3,1300.5478069796986
ES23,DEA4,1372.297341209499
ES23,DEA5,1277.7192587155967
ES23,DEB1,1182.5033055609686
ES23,DEB2,1107.263885976543
ES23,DEB3,1150.3726000728152
ES23,DEC0,1076.9234194770097
ES23,DED2,1594.9945702725527
ES23,DED4,1498.654325904355
ES23,DED5,1520.302954175121
ES23,DEE0,1513.8769109907441
ES23,DEF0,1605.135256491545
ES23,DEG0,1415.0774605976428
ES23,DK01,1849.2705091486075
ES23,DK02,1791.6497708425443
ES23,DK03,1699.3493476448375
ES23,DK04,1783.709294624448
ES23,DK05,1857.6299163042281
ES23,EE00,2679.463045991862
ES23,EL30,2275.8108212234447
ES23,EL41,2459.305166089141
ES23,EL42,2600.440094633261
ES23,EL43,2487.379942915875
ES23,EL51,2288.1255091460407
ES23,EL52,2124.057200468269
ES23,EL53,2012.954720558643
ES23,EL54,1978.7329322314854
ES23,EL61,2102.5114109466504
ES23,EL62,1950.5566477866673
ES23,EL63,2098.6962104193344
ES23,EL64,2195.05515834336
ES23,EL65,2194.9690803285434
ES23,ES11,479.23810337825176
ES23,ES12,311.11830605863975
ES23,ES13,165.79954450041507
ES23,ES21,106.92616338685447
ES23,ES22,87.17377419250153
ES23,ES23,0
ES23,ES24,154.8936832456549
ES23,ES30,220.32261259013904
ES23,ES41,223.76264505890936
ES23,ES42,317.7845729618572
ES23,ES43,470.2274035871239
ES23,ES51,365.53210466537587
ES23,ES52,378.3573155564073
ES23,ES53,541.1762307245524
ES23,ES61,596.2494559140875
ES23,ES62,477.79835444832753
ES23,ES63,746.4886180252055
ES23,ES64,771.6711515167065
ES23,ES70,1973.5801158349086
ES23,FI19,2801.3825305937435
ES23,FI1B,2729.0625679296454
ES23,FI1C,2757.8809805453034
ES23,FI1D,3103.2329044075527
ES23,FI20,2518.3102127542106
ES23,FR10,821.3628604551569
ES23,FRB0,680.3590713079154
ES23,FRC1,771.3127809936018
ES23,FRC2,882.8887651706398
ES23,FRD1,765.4886239231776
ES23,FRD2,849.6426402723836
ES23,FRE1,1002.7172454093609
ES23,FRE2,912.6841253792007
ES23,FRF1,1031.0079260843506
ES23,FRF2,910.184086735876
ES23,FRF3,1005.1518971583358
ES23,FRG0,589.2120633584351
ES23,FRH0,662.2365959225892
ES23,FRI1,296.0118086565951
ES23,FRI2,509.5025245287944
ES23,FRI3,470.9035542266786
ES23,FRJ1,494.52272494525766
ES23,FRJ2,352.5145261815947
ES23,FRK1,598.3068575208395
ES23,FRK2,723.2122592916534
ES23,FRL0,698.5046010639813
ES23,FRM0,955.4807048043253
ES23,FRY1,6278.574584404642
ES23,FRY2,6345.293879051969
ES23,FRY3,6570.012142451866
ES23,FRY4,9200.319834491289
ES23,FRY5,7803.334899471326
ES23,HR03,1496.9120945097432
ES23,HR04,1585.3035715943527
ES23,HU11,1793.2942692163845
ES23,HU12,1807.8236118887194
ES23,HU21,1720.288332957468
ES23,HU22,1635.914721856269
ES23,HU23,1697.2794804139355
ES23,HU31,1912.6287621056342
ES23,HU32,1967.5765028279905
ES23,HU33,1854.0633710908237
ES23,IE04,1384.819974007204
ES23,IE05,1209.4831499502025
ES23,IE06,1276.7619278808397
ES23,IS00,2730.744086208805
ES23,ITC1,888.1671662905497
ES23,ITC2,880.311225567711
ES23,ITC3,948.7011104659665
ES23,ITC4,1028.113559222478
ES23,ITF1,1356.2374471932287
ES23,ITF2,1415.5141008807282
ES23,ITF3,1427.0316063777616
ES23,ITF4,1625.8634804912026
ES23,ITF5,1561.1104968421741
ES23,ITF6,1628.2528060498773
ES23,ITG1,1511.505830237406
ES23,ITG2,997.8258757383782
ES23,ITH1,1210.7973752311393
ES23,ITH2,1169.9566711515085
ES23,ITH3,1204.5869626597844
ES23,ITH4,1320.4042077470126
ES23,ITH5,1131.4987772967831
ES23,ITI1,1110.1073779449903
ES23,ITI2,1228.8334789981882
ES23,ITI3,1284.5806711906455
ES23,ITI4,1256.9163224560575
ES23,LI00,1095.8228179364314
ES23,LT01,2454.0316712006697
ES23,LT02,2377.750891558773
ES23,LU00,1067.7863327144398
ES23,LV00,2516.8284861675534
ES23,ME00,1784.197089620113
ES23,MK00,1985.8756116805112
ES23,MT00,1618.2526614075086
ES23,NL11,1399.6827135476967
ES23,NL12,1357.9345992130163
ES23,NL13,1362.228359298882
ES23,NL21,1316.110052234337
ES23,NL22,1258.5757141256936
ES23,NL23,1291.2983664280619
ES23,NL31,1237.80677330538
ES23,NL32,1264.6281256738112
ES23,NL33,1199.9838431931908
ES23,NL34,1137.817326765453
ES23,NL41,1187.0124997579464
ES23,NL42,1173.004905265921
ES23,NO01,2175.7829486926944
ES23,NO02,2302.7229745487557
ES23,NO03,2116.6285210369374
ES23,NO04,1964.7415055948964
ES23,NO05,2187.4830383951344
ES23,NO06,2555.028448456959
ES23,NO07,3136.1509625401573
ES23,PL21,1938.3417794100542
ES23,PL22,1869.1434051787724
ES23,PL41,1853.3800299886823
ES23,PL42,1822.6769058105465
ES23,PL43,1733.803514712775
ES23,PL51,1747.0061329673322
ES23,PL52,1813.6696801583846
ES23,PL61,1968.780659287145
ES23,PL62,2140.5186051702035
ES23,PL63,2027.422583646834
ES23,PL71,1959.4238620418178
ES23,PL72,2011.705745776988
ES23,PL81,2158.71576033493
ES23,PL82,2074.7855199429237
ES23,PL84,2251.143813673042
ES23,PL91,2085.372539524762
ES23,PL92,2085.536854035566
ES23,PT11,493.45255130546724
ES23,PT15,734.9921351418957
ES23,PT16,548.469286314737
ES23,PT17,678.8832374836384
ES23,PT18,626.9767458659975
ES23,PT20,2249.4954225792917
ES23,PT30,1818.0456527128622
ES23,RO11,2106.0758788990674
ES23,RO12,2214.7647346102854
ES23,RO21,2365.7722809203133
ES23,RO22,2440.857875580975
ES23,RO31,2291.8780228174933
ES23,RO32,2318.6092850674345
ES23,RO41,2129.504943507669
ES23,RO42,1985.7938963154434
ES23,RS11,1866.6090527547042
ES23,RS12,1833.8735712530515
ES23,RS21,1867.2580701608895
ES23,RS22,1983.7775491508078
ES23,SE11,2384.2160335598915
ES23,SE12,2289.288422873464
ES23,SE21,2088.654495450111
ES23,SE22,1927.5296215377566
ES23,SE23,2064.4957534084997
ES23,SE31,2360.5460694176613
ES23,SE32,2627.4262179537827
ES23,SE33,2944.058774702658
ES23,SI03,1492.9377004464307
ES23,SI04,1403.9130283850927
ES23,SK01,1675.5633659774487
ES23,SK02,1744.212852710044
ES23,SK03,1847.2457278577504
ES23,SK04,1983.7466952468633
ES23,TR10,2559.519801160283
ES23,TR21,2460.1967408643345
ES23,TR22,2524.844494530064
ES23,TR31,2547.6580261122326
ES23,TR32,2692.0340987913714
ES23,TR33,2689.884370910499
ES23,TR41,2683.07793059523
ES23,TR42,2722.094257364625
ES23,TR51,2940.010773993506
ES23,TR52,3013.2595912693537
ES23,TR61,2897.4317810879907
ES23,TR62,3224.5213881339478
ES23,TR63,3364.4860796207677
ES23,TR71,3108.5519816503597
ES23,TR72,3253.5271689798014
ES23,TR81,2863.2456751443624
ES23,TR82,3003.955851705538
ES23,TR83,3172.510635385117
ES23,TR90,3447.1487304732673
ES23,TRA1,3616.47181624397
ES23,TRA2,3805.2930895741997
ES23,TRB1,3508.0014025500004
ES23,TRB2,3851.7325631870535
ES23,TRC1,3445.1662214244134
ES23,TRC2,3599.7649817723513
ES23,TRC3,3756.0728138567506
ES23,UKC1,1378.963370360452
ES23,UKC2,1422.307480752361
ES23,UKD1,1373.7365172806415
ES23,UKD3,1251.6141233516596
ES23,UKD4,1288.441377832291
ES23,UKD6,1223.5649027322845
ES23,UKD7,1244.1294374409863
ES23,UKE1,1286.8374421156796
ES23,UKE2,1323.7338784878525
ES23,UKE3,1250.3145451974647
ES23,UKE4,1281.906864031179
ES23,UKF1,1209.0090535604456
ES23,UKF2,1148.8904863965886
ES23,UKF3,1217.8889382321277
ES23,UKG1,1115.2441738636498
ES23,UKG2,1176.1358646250162
ES23,UKG3,1141.3766417895529
ES23,UKH1,1160.658527908934
ES23,UKH2,1086.6331248230667
ES23,UKH3,1078.489401061042
ES23,UKI3,1044.0605086701428
ES23,UKI4,1047.101813671571
ES23,UKI5,1053.7063922069076
ES23,UKI6,1031.106436337504
ES23,UKI7,1046.920215562915
ES23,UKJ1,1056.5082834252894
ES23,UKJ2,996.5356450416114
ES23,UKJ3,976.1347873660544
ES23,UKJ4,1030.6864025462423
ES23,UKK1,1035.3647559530698
ES23,UKK2,966.9323089311221
ES23,UKK3,929.5004542810896
ES23,UKK4,940.0278138272146
ES23,UKL1,1092.6097616585405
ES23,UKL2,1090.205108323531
ES23,UKM5,1664.5091130008145
ES23,UKM6,1706.5794423456064
ES23,UKM7,1548.4712786175621
ES23,UKM8,1524.3341821454233
ES23,UKM9,1475.9832472728515
ES23,UKN0,1384.8951591811351
ES23,UKN1,1422.3212686190734
ES24,AL01,1723.3242067864026
ES24,AL02,1733.357037081678
ES24,AL03,1764.265663006019
ES24,AT11,1529.1921263778117
ES24,AT12,1508.8241540907668
ES24,AT13,1540.9545819902153
ES24,AT21,1314.3214531030287
ES24,AT22,1422.2367182554847
ES24,AT31,1375.4580146508722
ES24,AT32,1291.9521778546637
ES24,AT33,1165.1614727495196
ES24,AT34,1057.1775802515062
ES24,BE10,1099.370739449759
ES24,BE21,1147.015642565053
ES24,BE22,1145.2402488694436
ES24,BE23,1105.3859054725958
ES24,BE24,1107.908552615719
ES24,BE25,1086.8920301950193
ES24,BE31,1088.706599923066
ES24,BE32,1055.8163963687373
ES24,BE33,1113.5683212953945
ES24,BE34,1045.9337158308965
ES24,BE35,1065.562900306041
ES24,BG31,2043.1393876432533
ES24,BG32,2208.353625051594
ES24,BG33,2321.955290886693
ES24,BG34,2259.56727952695
ES24,BG41,1998.5798102415145
ES24,BG42,2135.860052761383
ES24,CH01,805.3161775689086
ES24,CH02,886.0282551185111
ES24,CH03,952.8028748266332
ES24,CH04,991.3780049551129
ES24,CH05,1017.3317525924953
ES24,CH06,951.6879119011958
ES24,CH07,933.0348201836739
ES24,CY00,3045.361350946911
ES24,CZ01,1510.514865459611
ES24,CZ02,1511.9577320708586
ES24,CZ03,1432.0305022742923
ES24,CZ04,1479.128192710996
ES24,CZ05,1604.3736437375026
ES24,CZ06,1582.9738434051515
ES24,CZ07,1672.7436894834143
ES24,CZ08,1722.587453604571
ES24,DE11,1138.8995199904184
ES24,DE12,1113.4174204420951
ES24,DE13,1007.9474035907139
ES24,DE14,1092.2225100144624
ES24,DE21,1224.7221304080408
ES24,DE22,1325.0488601418767
ES24,DE23,1323.0583173279933
ES24,DE24,1328.9675042607619
ES24,DE25,1263.0092541708848
ES24,DE26,1243.3976905689983
ES24,DE27,1157.8484873300215
ES24,DE30,1617.5062773995733
ES24,DE40,1613.4581554295657
