freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,BAL,B6N,BG32	: 	: 	: 	: 	: 	1044.32 	1160.52 	1403.32 	1321.12 	1431.49 	1711.35 	1886.82 	2052.89 	2398.45 	2355.73 	2302.86 	2475.15 	2408.72 	2402.39 	2368.92 	2550.13 	2662.64 	2873.88 	3066.98 	3211.45 	3227.4 	3742.92 	: 
A,MIO_EUR,BAL,B6N,BG33	: 	: 	: 	: 	: 	1053.2 	1121.99 	1290.02 	1390.55 	1555.44 	1771.33 	2020.15 	2156.3 	2527.52 	2666.43 	2596.34 	2804.19 	2954.62 	2993.59 	3037.84 	3166.65 	3059.42 	3123.77 	3612.19 	3660.25 	3656.81 	4223.65 	: 
A,MIO_EUR,BAL,B6N,BG34	: 	: 	: 	: 	: 	1300.02 	1335.32 	1589.49 	1701.64 	1863.97 	2043.71 	2361.35 	2583.68 	3142.2 	3162.13 	3115.77 	3506.18 	3252.32 	3242.67 	3121.46 	3330.14 	3431.62 	3792.91 	4198.86 	4108.19 	4123.1 	4351.35 	: 
A,MIO_EUR,BAL,B6N,BG4	: 	: 	: 	: 	: 	4727.62 	5014.19 	5563.69 	5841.45 	6506.37 	7452.47 	8406.14 	9817.77 	12230.89 	12791.79 	13108.43 	13951.5 	14399.72 	14600.61 	15101.3 	15557.12 	16687.07 	18068.85 	19914.46 	21143.81 	21388.23 	21877.79 	: 
A,MIO_EUR,BAL,B6N,BG41	: 	: 	: 	: 	: 	2863.66 	3261.04 	3611.65 	3726.96 	4183.01 	4722.17 	5430.36 	6461.16 	8087.42 	8568.27 	9009.7 	9470.73 	10073.38 	10296.26 	10698.78 	11080.35 	11940.23 	13107.28 	14371.95 	15365.73 	15600.75 	15810.52 	: 
A,MIO_EUR,BAL,B6N,BG42	: 	: 	: 	: 	: 	1863.96 	1753.15 	1952.04 	2114.49 	2323.36 	2730.3 	2975.78 	3356.61 	4143.47 	4223.52 	4098.73 	4480.77 	4326.34 	4304.35 	4402.52 	4476.77 	4746.83 	4961.57 	5542.51 	5778.08 	5787.49 	6067.28 	: 
A,MIO_EUR,BAL,B6N,CY	: 	: 	: 	: 	: 	6356.36 	6714.27 	6830.27 	7387.73 	8466.5 	9406.14 	10146.2 	10686.91 	12047.84 	12138.32 	12458.37 	12754.83 	12339.73 	11662.45 	10846.28 	10867.09 	11551.25 	12261.94 	13084.01 	14212.7 	14059.88 	15284.92 	16363.18 p
A,MIO_EUR,BAL,B6N,CY0	: 	: 	: 	: 	: 	6356.36 	6714.27 	6830.27 	7387.73 	8466.5 	9406.14 	10146.2 	10686.91 	12047.84 	12138.32 	12458.37 	12754.83 	12339.73 	11662.45 	10846.28 	10867.09 	11551.25 	12261.94 	13084.01 	14212.7 	14059.88 	15284.92 	16363.18 p
A,MIO_EUR,BAL,B6N,CY00	: 	: 	: 	: 	: 	6356.36 	6714.27 	6830.27 	7387.73 	8466.5 	9406.14 	10146.2 	10686.91 	12047.84 	12138.32 	12458.37 	12754.83 	12339.73 	11662.45 	10846.28 	10867.09 	11551.25 	12261.94 	13084.01 	14212.7 	14059.88 	15284.92 	16363.18 p
A,MIO_EUR,BAL,B6N,CZ	23430.14 	27509.19 	29578.29 	31421.81 	32226.87 	35493.86 	39707.44 	45840.18 	46275.2 	48764.7 	55330.64 	62156.9 	67370.81 	80414.62 	78096.24 	82525.19 	85342.13 	84667.54 	81985.53 	79989.9 	83713.55 	87396.8 	96062.94 	105210.78 	112072.89 	111278.89 	123142.39 	142159.69 
A,MIO_EUR,BAL,B6N,CZ0	23430.14 	27509.19 	29578.29 	31421.81 	32226.87 	35493.86 	39707.44 	45840.18 	46275.2 	48764.7 	55330.64 	62156.9 	67370.81 	80414.62 	78096.24 	82525.19 	85342.13 	84667.54 	81985.53 	79989.9 	83713.55 	87396.8 	96062.94 	105210.78 	112072.89 	111278.89 	123142.39 	142159.69 
A,MIO_EUR,BAL,B6N,CZ01	3370.73 	4001.19 	4269.55 	4625.4 	4862.95 	5417.29 	6088.15 	7109.4 	7327.39 	7718.73 	8698.37 	9935.68 	10623.78 	12666.16 	12264.84 	13376.01 	13606.18 	13234.05 	12967.98 	12603.21 	13095.93 	13656.84 	16200.71 	17541.82 	18036.46 	17803.4 	20344.19 	22834.65 
A,MIO_EUR,BAL,B6N,CZ02	2592.63 	3026.03 	3240.24 	3534.88 	3686.18 	4054.44 	4552.69 	5466.85 	5636.22 	5886.14 	6653.35 	7563.62 	8365.95 	9940.83 	9989.82 	10744.62 	11223.91 	11745.99 	11037.45 	10690.04 	11089.96 	12050.79 	12888.17 	14419.27 	15564.55 	14717.75 	16563.03 	19253.97 
A,MIO_EUR,BAL,B6N,CZ03	2696.71 	3181.88 	3410.35 	3572.03 	3670.1 	4042.59 	4531.91 	5169.82 	5227.03 	5548.93 	6229.4 	7033.94 	7603.4 	9168.16 	8758.16 	9119.32 	9478.53 	9383.91 	9159.08 	8953.01 	9449.21 	9731.63 	10642.29 	11551.45 	12402.96 	12469.1 	13806.71 	15931.65 
A,MIO_EUR,BAL,B6N,CZ04	2545.31 	2956.76 	3204.15 	3350.88 	3386.92 	3713.73 	4073.27 	4537.69 	4614.05 	4791.16 	5423.21 	6087.82 	6457.72 	7747.37 	7643.69 	7996.01 	8192.19 	7905.24 	7654.5 	7364.76 	7741.96 	8174.67 	8848.55 	9705.19 	10406.16 	10505.01 	11338.18 	13302.25 
A,MIO_EUR,BAL,B6N,CZ05	3251.24 	3802.33 	4172.78 	4405.59 	4461.5 	4953.9 	5539.86 	6414.95 	6337.47 	6639.71 	7645.29 	8522.3 	9197.36 	10898.26 	10635.1 	11120.91 	11460.43 	11399.98 	11054.39 	10895.63 	11408.12 	11883.15 	12921.83 	14147.46 	15170.86 	15139.78 	16448.36 	19006.19 
A,MIO_EUR,BAL,B6N,CZ06	3542.97 	4159.33 	4446.26 	4728.2 	4854.6 	5329.08 	6014.18 	6908.65 	6944.04 	7492.33 	8449.3 	9346.24 	10318.7 	12298.32 	11889.2 	12638.11 	13101.55 	13018.93 	12867.67 	12583.31 	13272.66 	13672.34 	14848.7 	16242.13 	17567.47 	17625.1 	19318.1 	22399.5 
A,MIO_EUR,BAL,B6N,CZ07	2610.16 	3062.63 	3338.44 	3539.65 	3589.96 	3948.68 	4428.2 	5144.92 	5196.32 	5381.39 	6092.3 	6976.71 	7540.52 	8841.34 	8426.44 	8701.83 	9123.22 	9042.9 	8685.8 	8523.02 	8993.25 	9210.36 	9949.06 	10897.96 	11627.15 	11669.48 	12869.46 	14800.74 
A,MIO_EUR,BAL,B6N,CZ08	2820.38 	3319.04 	3496.52 	3665.18 	3714.67 	4034.16 	4479.19 	5087.91 	4992.68 	5306.29 	6139.41 	6690.6 	7263.38 	8854.16 	8488.97 	8828.39 	9156.12 	8936.54 	8558.66 	8376.92 	8662.45 	9017.02 	9763.62 	10705.5 	11297.27 	11349.27 	12454.37 	14630.75 
A,MIO_EUR,BAL,B6N,DE	: 	: 	: 	: 	: 	1278775 	1338270 	1337768 	1369347 	1395083 	1416694 	1449166 	1471502 	1504587 	1490927 	1525566 	1577630 	1571180 b	1592937 	1631701 	1677599 	1736671 	1792628 	1867112 	1904595 	1928164 p	1974077 p	: 
A,MIO_EUR,BAL,B6N,DE1	: 	: 	: 	: 	: 	176164.88 	186424.11 	186710.56 	192241.66 	196118.28 	200864.09 	207128.74 	211239.34 	216099.32 	211178.25 	217677.57 	226794.6 	227509.02 b	231186.73 	238459.8 	244302.43 	252855.18 	261858.09 e	271394.41 e	275099.75 e	275066.34 e	282064.22 e	: 
A,MIO_EUR,BAL,B6N,DE11	: 	: 	: 	: 	: 	68630.76 	72485.71 	72536.81 	74670.4 	76228 	78137.14 	80608.47 	82345.28 	84023.17 	81931 	84352.79 	87735.92 	87937.33 b	89268.26 	91867.5 	93843.76 	97380.39 	101348.05 e	103649.33 e	105299.42 e	105245.53 e	107883.17 e	: 
A,MIO_EUR,BAL,B6N,DE12	: 	: 	: 	: 	: 	44780.04 	47336.92 	47352.37 	48538.22 	49364.26 	50492.35 	52033.23 	53027.88 	54143.01 	52803.75 	54223.86 	56352.45 	56480.91 b	57264.07 	58740.99 	60127.83 	62071.6 	63832.07 e	66825.65 e	67713.08 e	67847.54 e	69621.69 e	: 
A,MIO_EUR,BAL,B6N,DE13	: 	: 	: 	: 	: 	34011.36 	36042.94 	36298.12 	37608.73 	38501.92 	39319.51 	40438.52 	41056.35 	42284.9 	41606.96 	43114.09 	45152.23 	45420.85 b	46299.51 	47913.68 	49660.91 	51555.37 	52991.53 e	55398.16 e	55954.33 e	55863.92 e	57266.72 e	: 
A,MIO_EUR,BAL,B6N,DE14	: 	: 	: 	: 	: 	28742.73 	30558.55 	30523.26 	31424.31 	32024.09 	32915.09 	34048.53 	34809.84 	35648.24 	34836.54 	35986.83 	37554 	37669.93 b	38354.88 	39937.63 	40669.94 	41847.81 	43686.45 e	45521.26 e	46132.91 e	46109.36 e	47292.64 e	: 
A,MIO_EUR,BAL,B6N,DE2	: 	: 	: 	: 	: 	208889.5 	220600.23 	219759.96 	225480.71 	231315.13 	235972.95 	242357.19 	248563.41 	254279.15 	248961.7 	257991.58 	269443.77 	270697.55 b	274570.52 	284026.25 	290550.62 	304765.24 	312380.33 e	326827.35 e	332631.73 e	334591.64 e	343540.19 e	: 
A,MIO_EUR,BAL,B6N,DE21	: 	: 	: 	: 	: 	79863.39 	84504.06 	83903.41 	86002.65 	88282.86 	90887.97 	93905.13 	96667.29 	98430.02 	95778.74 	99292.86 	103894.63 	105555.46 b	107077.76 	113149.36 	114051.17 	122294.62 	124051.92 e	130199.77 e	133224.14 e	133982.38 e	138063.93 e	: 
A,MIO_EUR,BAL,B6N,DE22	: 	: 	: 	: 	: 	17103.89 	18058.72 	18174.87 	18817.68 	19536.2 	19864.27 	20448.25 	21055.97 	21601.21 	21198.01 	21987.66 	22969.31 	23426.5 b	23876.83 	24387.11 	25228.36 	26491.32 	27367.96 e	28902.73 e	29430.12 e	29496.9 e	30153.42 e	: 
A,MIO_EUR,BAL,B6N,DE23	: 	: 	: 	: 	: 	16156 	17167.87 	17105.48 	17502.52 	17920.11 	18152.56 	18543.92 	18973.66 	19490.17 	19200.22 	19923.81 	20819.32 	20900.35 b	21326.61 	21837.64 	22697.63 	23585.58 	24209.97 e	25361.74 e	25866.7 e	26017.38 e	26649.51 e	: 
A,MIO_EUR,BAL,B6N,DE24	: 	: 	: 	: 	: 	17541.43 	18320.68 	18209 	18585.16 	18941.95 	19111.3 	19483.23 	19861.75 	20389.64 	20067.7 	20711.75 	21551.3 	21160.11 b	21437.45 	21557.56 	22174.92 	22835.73 	23392.63 e	24241.08 e	24576.23 e	24752.69 e	25319.37 e	: 
A,MIO_EUR,BAL,B6N,DE25	: 	: 	: 	: 	: 	28879.98 	30413.35 	30247.91 	30901.04 	31499.05 	32026.2 	32789.37 	33588.5 	34262.99 	33596.37 	34740.28 	36177.44 	35911.38 b	36198.32 	36852.46 	38114.11 	39244.42 	40369.67 e	42147.86 e	42609.2 e	43014.06 e	44027.23 e	: 
A,MIO_EUR,BAL,B6N,DE26	: 	: 	: 	: 	: 	20838.13 	22017.34 	21980.07 	22564.44 	23108.15 	23362.5 	23803.08 	24234.51 	24918.88 	24495.09 	25380 	26467.14 	26121.62 b	26473.37 	27085.17 	27858.98 	28551.19 	29622.93 e	30636.79 e	31004.61 e	31279.25 e	32091.93 e	: 
A,MIO_EUR,BAL,B6N,DE27	: 	: 	: 	: 	: 	28506.68 	30118.25 	30139.19 	31107.21 	32026.82 	32568.17 	33384.17 	34181.71 	35186.25 	34625.55 	35955.21 	37564.63 	37622.14 b	38180.17 	39156.95 	40425.47 	41762.37 	43365.24 e	45337.39 e	45920.71 e	46048.98 e	47234.78 e	: 
A,MIO_EUR,BAL,B6N,DE3	: 	: 	: 	: 	: 	50023.4 	51045.56 	50652.46 	50336.29 	51876.43 	52213.33 	53778.47 	54273.4 	55724.48 	56740.62 	57396.6 	59224.05 	58843.16 b	60270.17 	61595.23 	64526.86 	66788.68 	70927.67 e	73874.94 e	76186.31 e	78047.6 e	80596.81 e	: 
A,MIO_EUR,BAL,B6N,DE30	: 	: 	: 	: 	: 	50023.4 	51045.56 	50652.46 	50336.29 	51876.43 	52213.33 	53778.47 	54273.4 	55724.48 	56740.62 	57396.6 	59224.05 	58843.16 b	60270.17 	61595.23 	64526.86 	66788.68 	70927.67 e	73874.94 e	76186.31 e	78047.6 e	80596.81 e	: 
A,MIO_EUR,BAL,B6N,DE4	: 	: 	: 	: 	: 	34206.88 	35564.91 	36078.98 	36552.74 	37236.9 	37908.83 	38765.37 	39454.04 	40384.2 	41190.58 	41396.87 	42560.1 	41602.95 b	42709.94 	43641.07 	44698.18 	46608.67 	49208.46 e	51211.14 e	52978.67 e	54915.35 e	56244.44 e	: 
A,MIO_EUR,BAL,B6N,DE40	: 	: 	: 	: 	: 	34206.88 	35564.91 	36078.98 	36552.74 	37236.9 	37908.83 	38765.37 	39454.04 	40384.2 	41190.58 	41396.87 	42560.1 	41602.95 b	42709.94 	43641.07 	44698.18 	46608.67 	49208.46 e	51211.14 e	52978.67 e	54915.35 e	56244.44 e	: 
A,MIO_EUR,BAL,B6N,DE5	: 	: 	: 	: 	: 	10518.46 	11028.21 	10826.34 	11010.98 	10785.01 	11467.4 	11654.31 	11978.58 	12557.91 	12088.2 	12006.35 	12224.79 	12300.65 b	12430.52 	12616.04 	12826.11 	13183.57 	13747.62 e	14328.72 e	14503.34 e	14639.58 e	14961.25 e	: 
A,MIO_EUR,BAL,B6N,DE50	: 	: 	: 	: 	: 	10518.46 	11028.21 	10826.34 	11010.98 	10785.01 	11467.4 	11654.31 	11978.58 	12557.91 	12088.2 	12006.35 	12224.79 	12300.65 b	12430.52 	12616.04 	12826.11 	13183.57 	13747.62 e	14328.72 e	14503.34 e	14639.58 e	14961.25 e	: 
A,MIO_EUR,BAL,B6N,DE6	: 	: 	: 	: 	: 	30048.1 	31959.55 	31634.93 	34072.67 	33612.22 	35519.84 	36236.76 	36349.23 	36453.99 	35331.17 	36424.16 	37800.45 	37509.54 b	38612.54 	38534.54 	40017.55 	42441.73 	42866.42 e	44845.35 e	45457.49 e	46118.81 e	47345.85 e	: 
A,MIO_EUR,BAL,B6N,DE60	: 	: 	: 	: 	: 	30048.1 	31959.55 	31634.93 	34072.67 	33612.22 	35519.84 	36236.76 	36349.23 	36453.99 	35331.17 	36424.16 	37800.45 	37509.54 b	38612.54 	38534.54 	40017.55 	42441.73 	42866.42 e	44845.35 e	45457.49 e	46118.81 e	47345.85 e	: 
A,MIO_EUR,BAL,B6N,DE7	: 	: 	: 	: 	: 	99051.09 	104608.63 	104556.73 	106241.67 	108148.91 	109331.62 	112711.85 	114240.53 	115861.39 	116089.28 	118980.25 	122843.99 	122934.66 b	124156.31 	128082.95 	132238.89 	136392.9 	140052.22 e	145381.55 e	148066.84 e	149390.78 e	153366.85 e	: 
A,MIO_EUR,BAL,B6N,DE71	: 	: 	: 	: 	: 	65210.46 	68861.75 	68769.97 	69556.51 	70814.87 	71678.81 	74002.75 	75193.45 	75989.85 	76055.49 	77781.22 	80545.55 	80813.18 b	81766.58 	84548.73 	87532.31 	90447.79 	92778.57 e	96585.74 e	98280.04 e	99262.98 e	102084.85 e	: 
A,MIO_EUR,BAL,B6N,DE72	: 	: 	: 	: 	: 	15670.75 	16548.47 	16551.45 	16874.77 	17205.51 	17423.3 	18037.85 	18147.87 	18533.7 	18554.85 	18999.74 	19559.17 	19481.21 b	19687.45 	20230.67 	20845.3 	21332.88 	21945.76 e	22526.75 e	22992.61 e	23165.6 e	23694.05 e	: 
A,MIO_EUR,BAL,B6N,DE73	: 	: 	: 	: 	: 	18169.89 	19198.41 	19235.32 	19810.39 	20128.52 	20229.5 	20671.24 	20899.22 	21337.85 	21478.93 	22199.29 	22739.26 	22640.27 b	22702.29 	23303.55 	23861.28 	24612.23 	25327.89 e	26269.05 e	26794.18 e	26962.2 e	27587.94 e	: 
A,MIO_EUR,BAL,B6N,DE8	: 	: 	: 	: 	: 	21882.05 	22679.65 	23147.61 	23174.72 	23667.58 	23809.4 	24260.88 	24423.49 	25137.94 	25318.39 	25471.7 	25933.05 	25629.8 b	26137.5 	26587.29 	27462.08 	28509.6 	29859.98 e	31200.53 e	32406.54 e	33398.7 e	34006.89 e	: 
A,MIO_EUR,BAL,B6N,DE80	: 	: 	: 	: 	: 	21882.05 	22679.65 	23147.61 	23174.72 	23667.58 	23809.4 	24260.88 	24423.49 	25137.94 	25318.39 	25471.7 	25933.05 	25629.8 b	26137.5 	26587.29 	27462.08 	28509.6 	29859.98 e	31200.53 e	32406.54 e	33398.7 e	34006.89 e	: 
A,MIO_EUR,BAL,B6N,DE9	: 	: 	: 	: 	: 	117557.47 	123016.66 	122758.45 	125854.42 	126743.79 	129468.15 	132507.16 	134473.53 	137339.71 	138145.78 	140834.09 	146101.94 	145962.94 b	148111.14 	151913.27 	155932.27 	160360.74 	165676.72 e	172581.44 e	176827.65 e	178578.27 e	181769.45 e	: 
A,MIO_EUR,BAL,B6N,DE91	: 	: 	: 	: 	: 	25001.25 	25921.98 	26049.8 	26599.25 	26911.43 	27014.43 	27295.87 	27679.95 	27978.44 	28151.95 	28815.27 	29880.1 	29980.77 b	30451.05 	31177.74 	32046.03 	32607.15 	33352.44 e	34753.01 e	35562.77 e	36136.33 e	36795 e	: 
A,MIO_EUR,BAL,B6N,DE92	: 	: 	: 	: 	: 	33397.82 	34749.14 	34569.53 	35168.34 	35141.64 	35904.7 	36663.47 	37071.67 	37821.73 	37967.79 	38577.01 	39819.91 	39704.27 b	40017.02 	40982.64 	42032.75 	43193.83 	44399.49 e	46160.12 e	47080.35 e	47750.96 e	48616.13 e	: 
A,MIO_EUR,BAL,B6N,DE93	: 	: 	: 	: 	: 	25324.77 	26710.11 	26582.1 	27330.04 	27543.42 	28299.71 	29091.61 	29575.92 	30302.23 	30502.12 	31117.91 	32213.67 	32069.85 b	32709.94 	33495.62 	34219.66 	35384.92 	36703.76 e	38177.32 e	39146.58 e	39491.02 e	40236.29 e	: 
A,MIO_EUR,BAL,B6N,DE94	: 	: 	: 	: 	: 	33833.64 	35635.43 	35557.03 	36756.79 	37147.3 	38249.31 	39456.2 	40145.99 	41237.31 	41523.91 	42323.9 	44188.28 	44208.06 b	44933.15 	46257.28 	47633.84 	49174.86 	51221.05 e	53491 e	55037.94 e	55199.97 e	56122.04 e	: 
A,MIO_EUR,BAL,B6N,DEA	: 	: 	: 	: 	: 	286382.27 	297380.92 	296628.7 	304144.15 	310241.79 	312391.34 	316424.68 	318559.27 	328268.16 	320297.51 	329285.72 	339490.27 	335219.85 b	338233.49 	345159.83 	354177.3 	364426.59 	374954.74 e	391512.6 e	398827.89 e	404667.82 e	414272.12 e	: 
A,MIO_EUR,BAL,B6N,DEA1	: 	: 	: 	: 	: 	86757.64 	89520.72 	89163.66 	91076.45 	92612.69 	93077.83 	93953.78 	94287.03 	96980 	94281.24 	96627.86 	99571.7 	98051.04 b	99099.61 	100734.63 	102794.59 	105779.87 	109054.76 e	113183.7 e	115638.45 e	117694.51 e	120555.46 e	: 
A,MIO_EUR,BAL,B6N,DEA2	: 	: 	: 	: 	: 	69097.47 	72110.53 	72112.3 	74123.14 	75898.69 	76411.87 	77299.58 	77858.99 	80461.16 	78723.38 	81347.8 	83999.51 	82868.42 b	84231.16 	85959.48 	88917.36 	91559.7 	94450.04 e	99367.2 e	101034.01 e	102659.32 e	105268.99 e	: 
A,MIO_EUR,BAL,B6N,DEA3	: 	: 	: 	: 	: 	38641.47 	40249.88 	40206.33 	41228.27 	42197.58 	42588.61 	43291.28 	43770.61 	45237.94 	44377.16 	45860.77 	47324.35 	47162.82 b	47550.68 	48663.89 	50144.93 	51709.76 	53316.46 e	55794.19 e	57353.95 e	58021.15 e	59291.18 e	: 
A,MIO_EUR,BAL,B6N,DEA4	: 	: 	: 	: 	: 	33250.26 	34626.54 	34357.83 	35315.73 	35946.8 	36271.33 	36863 	37108.09 	38355.9 	37452.19 	38618.85 	39895.12 	39646.28 b	39938.67 	40960.72 	41947.98 	43359.28 	43977.63 e	46332.31 e	46996.31 e	47356.47 e	48463.14 e	: 
A,MIO_EUR,BAL,B6N,DEA5	: 	: 	: 	: 	: 	58635.43 	60873.25 	60788.59 	62400.57 	63586.03 	64041.7 	65017.04 	65534.56 	67233.16 	65463.54 	66830.45 	68699.59 	67491.29 b	67413.37 	68841.12 	70372.44 	72017.98 	74155.85 e	76835.2 e	77805.18 e	78936.37 e	80693.37 e	: 
A,MIO_EUR,BAL,B6N,DEB	: 	: 	: 	: 	: 	63087.42 	66279.11 	66015.45 	67633.63 	70052.07 	71301.37 	73378.66 	74937.27 	75525.04 	77114.89 	77021.3 	79123.43 	78591.97 b	79006.99 	80432.29 	83382.79 	85870.72 	87564.11 e	91459.86 e	92930.42 e	95063.91 e	97083.56 e	: 
A,MIO_EUR,BAL,B6N,DEB1	: 	: 	: 	: 	: 	23725.49 	24882.77 	24711.58 	25336.84 	26226.44 	26677.03 	27430.09 	27928.4 	28068.06 	28646.72 	28338.4 	29246.74 	28966.12 b	29256.16 	29561.35 	30634.06 	31763.13 	32196.42 e	33621.36 e	33804.58 e	34470.27 e	35085.82 e	: 
A,MIO_EUR,BAL,B6N,DEB2	: 	: 	: 	: 	: 	7397.43 	7837.69 	7842.23 	8120.2 	8521.54 	8713.53 	9031.17 	9273.61 	9424.63 	9703.77 	9718.31 	9983.96 	9872.72 b	9908.55 	10130.1 	10381.89 	10784.41 	11024.73 e	11529.24 e	11841.45 e	12110.23 e	12487.11 e	: 
A,MIO_EUR,BAL,B6N,DEB3	: 	: 	: 	: 	: 	31964.51 	33558.66 	33461.64 	34176.59 	35304.09 	35910.81 	36917.4 	37735.26 	38032.36 	38764.4 	38964.59 	39892.73 	39753.13 b	39842.28 	40740.84 	42366.85 	43323.19 	44342.96 e	46309.26 e	47284.39 e	48483.42 e	49510.63 e	: 
A,MIO_EUR,BAL,B6N,DEC	: 	: 	: 	: 	: 	15541.52 	16417.82 	16258.4 	16474.62 	17102.75 	17299.64 	17234.58 	17344.95 	17676.5 	17577.28 	17981.53 	18493.94 	18155.49 b	18230.11 	18190.36 	18654.43 	19180.3 	19756.77 e	20354.75 e	20723.42 e	20809.65 e	21289.41 e	: 
A,MIO_EUR,BAL,B6N,DEC0	: 	: 	: 	: 	: 	15541.52 	16417.82 	16258.4 	16474.62 	17102.75 	17299.64 	17234.58 	17344.95 	17676.5 	17577.28 	17981.53 	18493.94 	18155.49 b	18230.11 	18190.36 	18654.43 	19180.3 	19756.77 e	20354.75 e	20723.42 e	20809.65 e	21289.41 e	: 
A,MIO_EUR,BAL,B6N,DED	: 	: 	: 	: 	: 	57970.17 	59959.91 	60964.23 	61999.66 	62833.13 	62585.07 	64122.51 	65258.26 	66407.18 	67015.77 	67970.69 	69221.25 	68594.24 b	69805.64 	70857.13 	73267.81 	75699.2 	78403.26 e	81399.51 e	83593.01 e	85470.04 e	86714.62 e	: 
A,MIO_EUR,BAL,B6N,DED2	: 	: 	: 	: 	: 	22447.52 	23190.33 	23658.01 	24115.82 	24517.18 	24464.57 	25112.21 	25595.54 	26050.23 	26308.08 	26723.42 	27182.09 	26902.51 b	27421.95 	27827.28 	28720.43 	29714.04 	30757.23 e	31975.34 e	32898.54 e	33651.61 e	34142.97 e	: 
A,MIO_EUR,BAL,B6N,DED4	: 	: 	: 	: 	: 	22348.86 	23140.48 	23386.59 	23659.21 	23791.21 	23587.62 	24040.4 	24352.89 	24721.87 	24904.49 	25107.86 	25486.33 	25183.7 b	25469.38 	25801.21 	26493.32 	27165.72 	27986.43 e	28887.26 e	29440.98 e	30040.32 e	30441.84 e	: 
A,MIO_EUR,BAL,B6N,DED5	: 	: 	: 	: 	: 	13173.79 	13629.11 	13919.63 	14224.63 	14524.74 	14532.89 	14969.91 	15309.83 	15635.08 	15803.21 	16139.4 	16552.83 	16508.03 b	16914.31 	17228.65 	18054.06 	18819.44 	19659.6 e	20536.91 e	21253.49 e	21778.11 e	22129.8 e	: 
A,MIO_EUR,BAL,B6N,DEE	: 	: 	: 	: 	: 	32703.93 	33518.45 	33671.47 	33996.93 	34171.88 	34208.1 	34772.16 	35036.64 	35920.24 	36436.4 	36807.61 	37486.97 	36966.62 b	37351.09 	37950.49 	38907.06 	40080.97 	41545.64 e	42596.5 e	43685.59 e	44968.62 e	45641.78 e	: 
A,MIO_EUR,BAL,B6N,DEE0	: 	: 	: 	: 	: 	32703.93 	33518.45 	33671.47 	33996.93 	34171.88 	34208.1 	34772.16 	35036.64 	35920.24 	36436.4 	36807.61 	37486.97 	36966.62 b	37351.09 	37950.49 	38907.06 	40080.97 	41545.64 e	42596.5 e	43685.59 e	44968.62 e	45641.78 e	: 
A,MIO_EUR,BAL,B6N,DEF	: 	: 	: 	: 	: 	43630.15 	45521.45 	45625.89 	47277.71 	47860.24 	49141.32 	49777.03 	50860.52 	51860.02 	52255.33 	52837.97 	54669.82 	54953.75 b	55744.14 	56877.16 	58859.69 	60462.1 	63436.26 e	66000.61 e	67632.59 e	68614.01 e	70583.8 e	: 
A,MIO_EUR,BAL,B6N,DEF0	: 	: 	: 	: 	: 	43630.15 	45521.45 	45625.89 	47277.71 	47860.24 	49141.32 	49777.03 	50860.52 	51860.02 	52255.33 	52837.97 	54669.82 	54953.75 b	55744.14 	56877.16 	58859.69 	60462.1 	63436.26 e	66000.61 e	67632.59 e	68614.01 e	70583.8 e	: 
A,MIO_EUR,BAL,B6N,DEG	: 	: 	: 	: 	: 	31117.67 	32264.81 	32477.85 	32854.45 	33316.89 	33211.52 	34055.66 	34509.55 	35091.77 	35185.86 	35482 	36217.59 	35707.84 b	36380.17 	36777.33 	37794.93 	39044.8 	40389.68 e	42142.76 e	43043.8 e	43822.92 e	44595.79 e	: 
A,MIO_EUR,BAL,B6N,DEG0	: 	: 	: 	: 	: 	31117.67 	32264.81 	32477.85 	32854.45 	33316.89 	33211.52 	34055.66 	34509.55 	35091.77 	35185.86 	35482 	36217.59 	35707.84 b	36380.17 	36777.33 	37794.93 	39044.8 	40389.68 e	42142.76 e	43043.8 e	43822.92 e	44595.79 e	: 
A,MIO_EUR,BAL,B6N,DK	: 	: 	: 	: 	: 	71006.06 	75163.78 	79412.83 	82407.04 	85803.17 	87293.54 	91183.92 	91521.89 	93559.42 	97499.4 	104131.7 	107932.92 	110117.95 	112618.03 	114129.42 	119319.85 	125098.72 	129275 	133234.58 	137099.96 	137805 	141051.36 	155839.83 
A,MIO_EUR,BAL,B6N,DK0	: 	: 	: 	: 	: 	71006.06 	75163.78 	79412.83 	82407.04 	85803.17 	87293.54 	91183.92 	91521.89 	93559.42 	97499.4 	104131.7 	107932.92 	110117.95 	112618.03 	114129.42 	119319.85 	125098.72 	129275 	133234.58 	137099.96 	137805 	141051.36 	155839.83 
A,MIO_EUR,BAL,B6N,DK01	: 	: 	: 	: 	: 	22487.05 	23890.58 	25414.17 	26258.5 	27154.13 	27610.11 	28617.26 	28572.46 	29511.27 	30998.76 	33611.11 	35039.33 	35828.42 	36617.14 	37558.35 	39336.21 	41526.89 	43078.54 	44595.48 	45899.06 	45984.41 	47061.99 	52841.69 
